Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
Business,Graduate,3.583,3.07,Ideation,Beginner,1,True,12.75,5,Allowed_With_Citation,1,3.882,73.89,Low
STEM,Graduate,3.386,3.81,Copywriting/Drafting,Advanced,4,False,9.39,2,Actively_Encouraged,2,3.419,68.12,Medium
Business,Freshman,3.103,0.86,Ideation,Beginner,2,False,7.08,1,Allowed_With_Citation,1,3.015,76.35,Low
Business,Graduate,3.212,2.67,Copywriting/Drafting,Intermediate,4,True,6.88,1,Allowed_With_Citation,5,3.779,84.39,Medium
Humanities,Senior,2.605,11.81,Ideation,Advanced,3,True,12.69,2,Actively_Encouraged,3,3.241,91.73,Medium
Humanities,Junior,3.126,33.62,Direct_Answer_Generation,Beginner,2,True,9.83,9,Strict_Ban,10,2.958,53.13,High
Arts,Sophomore,3.191,1.7,Copywriting/Drafting,Intermediate,1,False,21.64,1,Allowed_With_Citation,1,3.503,73.55,Low
Arts,Senior,3.737,10.94,Copywriting/Drafting,Beginner,1,False,11.67,4,Allowed_With_Citation,3,4.0,65.99,High
Medical,Freshman,2.467,10.22,Debugging/Troubleshooting,Beginner,3,True,11.01,3,Allowed_With_Citation,3,2.542,85.37,Low
Humanities,Senior,2.952,3.93,Debugging/Troubleshooting,Beginner,2,True,9.15,4,Allowed_With_Citation,6,3.026,93.1,High
Medical,Senior,3.745,2.84,Summarizing_Reading,Beginner,1,True,4.04,3,Allowed_With_Citation,7,3.911,65.23,Medium
STEM,Junior,3.244,26.42,Debugging/Troubleshooting,Advanced,3,False,8.41,5,Actively_Encouraged,2,3.116,95.93,High
Humanities,Graduate,3.271,0.06,Copywriting/Drafting,Advanced,5,False,5.61,1,Strict_Ban,5,3.27,89.01,Medium
Humanities,Sophomore,2.728,27.77,Debugging/Troubleshooting,Beginner,3,True,14.17,4,Allowed_With_Citation,3,2.865,48.77,Medium
Humanities,Junior,3.223,4.9,Copywriting/Drafting,Intermediate,5,True,19.02,4,Allowed_With_Citation,8,3.53,89.65,Medium
Business,Senior,2.988,10.22,Debugging/Troubleshooting,Intermediate,3,False,9.86,4,Allowed_With_Citation,2,3.366,84.6,Medium
STEM,Senior,3.498,0.55,Debugging/Troubleshooting,Intermediate,1,False,13.11,3,Allowed_With_Citation,6,3.719,55.21,Medium
Arts,Junior,3.195,0.31,Copywriting/Drafting,Advanced,4,True,14.82,1,Allowed_With_Citation,5,3.192,54.94,Low
Business,Sophomore,3.203,1.33,Ideation,Advanced,4,False,10.51,3,Allowed_With_Citation,3,3.358,99.25,Low
Medical,Sophomore,3.554,9.03,Direct_Answer_Generation,Beginner,1,True,10.01,5,Allowed_With_Citation,4,3.689,71.95,Medium
STEM,Senior,3.761,1.94,Direct_Answer_Generation,Advanced,5,False,15.81,4,Allowed_With_Citation,3,4.0,80.38,Medium
Business,Freshman,2.39,13.55,Ideation,Beginner,1,True,11.31,4,Allowed_With_Citation,4,2.643,65.27,Low
Humanities,Senior,3.577,4.31,Direct_Answer_Generation,Advanced,3,True,14.2,2,Strict_Ban,2,4.0,79.03,Medium
Business,Sophomore,2.364,6.0,Ideation,Intermediate,1,True,11.45,2,Strict_Ban,5,2.651,56.43,High
Business,Senior,3.166,3.63,Ideation,Beginner,2,True,6.96,1,Allowed_With_Citation,7,3.445,79.75,Low
STEM,Freshman,2.38,0.91,Ideation,Advanced,4,False,14.15,2,Allowed_With_Citation,5,2.747,73.57,Medium
STEM,Sophomore,2.935,23.11,Debugging/Troubleshooting,Advanced,5,False,8.51,7,Allowed_With_Citation,4,3.459,84.28,Medium
Business,Senior,3.083,3.07,Copywriting/Drafting,Intermediate,4,False,1.0,1,Actively_Encouraged,4,3.072,84.02,Medium
Business,Senior,3.681,1.57,Ideation,Beginner,1,True,18.9,1,Allowed_With_Citation,3,3.966,83.3,Low
STEM,Freshman,3.627,6.44,Summarizing_Reading,Advanced,3,True,16.98,5,Allowed_With_Citation,2,3.686,91.87,Low
Humanities,Sophomore,3.625,4.41,Copywriting/Drafting,Intermediate,3,False,16.47,1,Strict_Ban,6,3.578,86.0,Low
Humanities,Junior,3.201,0.46,Ideation,Beginner,1,False,2.66,2,Allowed_With_Citation,5,3.193,66.62,Medium
Business,Junior,3.379,6.15,Ideation,Advanced,3,False,13.96,3,Strict_Ban,1,3.554,77.1,High
STEM,Senior,3.037,5.71,Debugging/Troubleshooting,Advanced,3,True,20.31,4,Allowed_With_Citation,3,3.537,100.0,Low
Business,Freshman,2.645,26.1,Debugging/Troubleshooting,Advanced,3,True,5.08,7,Allowed_With_Citation,7,3.056,64.38,Low
Business,Freshman,2.424,1.33,Ideation,Advanced,3,False,17.24,3,Allowed_With_Citation,6,2.588,89.11,Low
Business,Freshman,2.16,28.89,Direct_Answer_Generation,Beginner,2,True,6.74,7,Allowed_With_Citation,4,1.98,29.62,High
Medical,Freshman,3.63,3.7,Summarizing_Reading,Beginner,1,False,7.33,1,Actively_Encouraged,2,3.814,72.46,Low
Humanities,Freshman,2.953,7.62,Copywriting/Drafting,Intermediate,1,False,9.64,3,Allowed_With_Citation,1,3.276,75.07,Medium
Humanities,Graduate,3.061,9.94,Copywriting/Drafting,Beginner,1,True,17.3,6,Strict_Ban,7,3.391,70.47,Medium
STEM,Freshman,3.856,6.22,Debugging/Troubleshooting,Beginner,3,False,6.94,3,Actively_Encouraged,2,3.848,66.8,Medium
Humanities,Freshman,3.107,4.11,Copywriting/Drafting,Beginner,3,False,16.68,3,Actively_Encouraged,2,3.273,75.35,Low
STEM,Junior,3.588,6.65,Debugging/Troubleshooting,Beginner,3,False,3.64,5,Allowed_With_Citation,2,3.733,76.43,Low
Arts,Graduate,2.626,5.41,Copywriting/Drafting,Intermediate,2,True,17.09,2,Actively_Encouraged,4,2.558,59.38,Medium
Arts,Graduate,3.754,3.04,Summarizing_Reading,Intermediate,1,False,11.0,1,Allowed_With_Citation,4,4.0,66.61,Medium
Humanities,Senior,3.678,5.89,Copywriting/Drafting,Intermediate,3,False,7.13,4,Strict_Ban,5,4.0,68.12,Medium
STEM,Freshman,3.71,16.51,Summarizing_Reading,Beginner,3,True,5.08,6,Allowed_With_Citation,4,3.871,62.53,Medium
STEM,Freshman,3.761,11.28,Debugging/Troubleshooting,Advanced,4,True,10.59,4,Actively_Encouraged,6,4.0,100.0,Medium
Arts,Sophomore,2.967,0.11,Copywriting/Drafting,Intermediate,4,False,10.59,1,Actively_Encouraged,4,2.729,75.53,High
Medical,Freshman,3.265,7.61,Summarizing_Reading,Advanced,3,False,10.41,4,Allowed_With_Citation,5,3.416,55.43,Low
STEM,Senior,2.552,12.88,Direct_Answer_Generation,Beginner,1,False,7.68,3,Allowed_With_Citation,5,2.724,53.36,High
Business,Graduate,3.352,14.89,Ideation,Beginner,1,False,8.1,4,Allowed_With_Citation,3,3.663,62.0,High
STEM,Freshman,3.116,11.33,Summarizing_Reading,Intermediate,4,False,9.39,4,Allowed_With_Citation,1,3.028,73.64,Medium
STEM,Sophomore,3.111,4.11,Direct_Answer_Generation,Intermediate,3,True,11.78,2,Allowed_With_Citation,2,3.328,72.69,Medium
STEM,Graduate,2.941,2.64,Summarizing_Reading,Advanced,3,True,25.77,4,Actively_Encouraged,3,3.615,68.06,Medium
Business,Senior,3.375,4.35,Ideation,Beginner,2,False,14.65,5,Actively_Encouraged,3,3.859,57.29,Medium
STEM,Graduate,3.549,4.4,Summarizing_Reading,Intermediate,5,True,17.89,3,Strict_Ban,2,3.912,100.0,Medium
STEM,Graduate,3.479,0.1,Summarizing_Reading,Advanced,3,True,18.41,5,Strict_Ban,2,3.783,91.59,Low
STEM,Sophomore,2.544,5.62,Debugging/Troubleshooting,Advanced,3,True,12.6,1,Actively_Encouraged,4,2.992,92.15,Medium
Humanities,Senior,3.21,0.56,Direct_Answer_Generation,Beginner,2,False,3.37,2,Allowed_With_Citation,6,3.249,70.74,Low
Business,Senior,2.81,4.28,Summarizing_Reading,Advanced,4,True,13.11,5,Strict_Ban,8,3.282,80.07,Low
STEM,Junior,3.87,3.97,Debugging/Troubleshooting,Beginner,3,False,8.24,3,Allowed_With_Citation,3,4.0,86.34,High
Medical,Sophomore,3.235,1.08,Summarizing_Reading,Intermediate,3,False,8.09,2,Allowed_With_Citation,4,3.277,86.52,Low
STEM,Senior,2.671,6.78,Copywriting/Drafting,Intermediate,4,False,18.95,5,Allowed_With_Citation,2,3.041,83.24,Low
Humanities,Senior,2.854,12.48,Copywriting/Drafting,Advanced,3,True,12.56,5,Allowed_With_Citation,2,3.458,87.38,Medium
STEM,Junior,2.745,11.76,Summarizing_Reading,Intermediate,4,True,11.48,5,Strict_Ban,10,2.854,75.28,High
STEM,Junior,3.773,1.84,Ideation,Advanced,5,False,13.34,1,Actively_Encouraged,1,3.944,84.35,Medium
STEM,Freshman,3.24,2.51,Debugging/Troubleshooting,Beginner,1,False,3.81,2,Allowed_With_Citation,1,3.251,58.2,Medium
STEM,Senior,3.089,10.72,Debugging/Troubleshooting,Intermediate,4,True,11.27,3,Allowed_With_Citation,2,3.25,81.96,Medium
Arts,Sophomore,3.485,5.99,Debugging/Troubleshooting,Beginner,2,True,21.1,3,Strict_Ban,1,3.746,84.38,Low
Business,Junior,2.757,5.92,Direct_Answer_Generation,Intermediate,2,True,16.47,3,Allowed_With_Citation,1,3.14,70.28,Medium
Medical,Sophomore,3.257,0.27,Summarizing_Reading,Beginner,1,True,7.84,2,Strict_Ban,5,3.262,74.05,High
STEM,Senior,3.687,0.89,Debugging/Troubleshooting,Beginner,2,False,16.36,3,Allowed_With_Citation,6,3.94,69.7,Low
Humanities,Sophomore,3.422,12.77,Summarizing_Reading,Advanced,4,True,7.73,2,Actively_Encouraged,1,3.736,76.19,Low
STEM,Freshman,2.323,12.84,Debugging/Troubleshooting,Intermediate,3,False,13.75,7,Allowed_With_Citation,4,2.509,83.79,High
Business,Graduate,3.638,15.08,Ideation,Intermediate,3,True,4.64,5,Allowed_With_Citation,5,3.787,85.23,Medium
Medical,Freshman,3.943,4.74,Summarizing_Reading,Intermediate,4,False,11.96,2,Actively_Encouraged,2,4.0,93.15,Medium
Arts,Freshman,3.093,1.3,Debugging/Troubleshooting,Intermediate,4,False,11.58,4,Actively_Encouraged,3,3.277,69.24,Low
STEM,Freshman,2.769,18.02,Debugging/Troubleshooting,Beginner,2,True,10.64,7,Strict_Ban,9,2.836,71.52,High
Humanities,Junior,3.776,14.45,Copywriting/Drafting,Beginner,1,False,10.54,4,Actively_Encouraged,5,3.93,84.52,Medium
STEM,Junior,2.939,21.27,Ideation,Advanced,4,False,13.58,7,Actively_Encouraged,1,3.235,65.88,High
STEM,Senior,2.819,32.21,Direct_Answer_Generation,Intermediate,3,True,6.22,9,Allowed_With_Citation,6,2.701,45.9,High
STEM,Freshman,2.693,5.93,Summarizing_Reading,Intermediate,1,False,1.0,4,Strict_Ban,6,2.625,70.78,Medium
STEM,Senior,3.361,23.53,Direct_Answer_Generation,Advanced,3,False,13.1,3,Actively_Encouraged,6,3.227,67.38,High
Humanities,Freshman,2.388,3.77,Copywriting/Drafting,Beginner,2,False,13.97,3,Strict_Ban,3,2.578,86.45,High
Humanities,Junior,3.344,5.34,Copywriting/Drafting,Advanced,3,False,6.37,2,Allowed_With_Citation,3,3.629,93.4,Medium
Humanities,Graduate,3.064,7.0,Ideation,Advanced,4,False,1.53,3,Allowed_With_Citation,4,3.335,88.12,High
Arts,Sophomore,3.389,15.56,Debugging/Troubleshooting,Intermediate,3,False,10.4,4,Actively_Encouraged,4,3.555,58.81,Low
STEM,Graduate,2.523,14.16,Debugging/Troubleshooting,Beginner,3,False,16.37,4,Strict_Ban,5,3.002,39.7,High
STEM,Junior,3.456,12.8,Copywriting/Drafting,Advanced,4,False,5.62,3,Strict_Ban,3,3.368,68.27,High
Business,Senior,3.773,3.7,Ideation,Beginner,1,False,15.62,1,Allowed_With_Citation,3,4.0,60.59,Medium
Business,Junior,3.511,9.64,Ideation,Beginner,2,False,6.36,2,Allowed_With_Citation,2,3.522,60.93,Medium
STEM,Junior,3.146,2.41,Debugging/Troubleshooting,Beginner,3,False,4.34,4,Actively_Encouraged,1,2.875,55.93,High
Arts,Freshman,3.369,0.45,Copywriting/Drafting,Intermediate,3,False,12.44,2,Allowed_With_Citation,5,3.69,60.26,Low
Humanities,Freshman,3.14,8.24,Direct_Answer_Generation,Intermediate,2,False,13.23,5,Strict_Ban,3,3.376,92.4,High
Humanities,Junior,3.631,10.14,Copywriting/Drafting,Beginner,3,True,3.01,4,Allowed_With_Citation,5,3.734,69.31,Medium
Humanities,Junior,2.769,0.32,Debugging/Troubleshooting,Beginner,2,False,16.73,4,Allowed_With_Citation,7,2.946,76.05,Low
Humanities,Graduate,3.209,0.31,Summarizing_Reading,Beginner,3,False,12.68,2,Actively_Encouraged,5,3.624,76.57,Medium
Business,Graduate,2.46,4.12,Direct_Answer_Generation,Intermediate,2,False,9.8,1,Allowed_With_Citation,5,2.69,77.08,High
Humanities,Senior,3.455,21.03,Copywriting/Drafting,Beginner,2,True,1.0,5,Actively_Encouraged,2,3.816,70.65,High
STEM,Sophomore,3.379,9.3,Copywriting/Drafting,Advanced,4,False,12.14,3,Allowed_With_Citation,6,3.622,70.34,High
Medical,Sophomore,3.764,2.82,Summarizing_Reading,Advanced,4,True,20.13,5,Allowed_With_Citation,5,4.0,78.5,Low
Humanities,Freshman,2.333,0.06,Copywriting/Drafting,Beginner,3,False,1.0,5,Allowed_With_Citation,2,2.191,47.65,Medium
Business,Junior,3.337,1.57,Ideation,Intermediate,3,False,1.0,5,Actively_Encouraged,2,3.538,61.94,Medium
Humanities,Freshman,2.47,1.35,Summarizing_Reading,Intermediate,1,True,9.02,1,Allowed_With_Citation,4,2.376,81.58,Low
Humanities,Junior,2.948,8.18,Ideation,Beginner,2,False,9.18,7,Allowed_With_Citation,8,3.061,66.85,Medium
STEM,Junior,3.798,22.81,Debugging/Troubleshooting,Intermediate,4,False,14.33,4,Allowed_With_Citation,6,4.0,50.25,Medium
Arts,Sophomore,2.883,0.23,Direct_Answer_Generation,Advanced,4,False,20.51,1,Allowed_With_Citation,2,3.172,85.34,Low
Business,Senior,3.862,0.09,Ideation,Intermediate,1,False,18.4,3,Allowed_With_Citation,7,4.0,86.62,Low
STEM,Senior,3.906,8.41,Ideation,Advanced,5,False,19.82,4,Allowed_With_Citation,5,4.0,72.41,Low
STEM,Freshman,2.913,15.83,Debugging/Troubleshooting,Intermediate,4,True,9.54,7,Actively_Encouraged,10,3.132,47.89,High
Medical,Graduate,1.963,6.27,Summarizing_Reading,Advanced,4,False,15.56,4,Strict_Ban,1,2.335,69.5,Medium
Medical,Junior,3.254,11.09,Ideation,Intermediate,4,True,10.21,5,Allowed_With_Citation,3,3.755,70.51,Medium
Business,Freshman,2.969,1.46,Debugging/Troubleshooting,Advanced,3,False,19.89,3,Strict_Ban,2,3.286,83.26,Low
Humanities,Sophomore,3.75,3.92,Ideation,Intermediate,4,False,23.46,4,Allowed_With_Citation,1,4.0,85.39,Low
Arts,Graduate,2.415,26.43,Ideation,Advanced,3,False,9.93,4,Allowed_With_Citation,1,2.779,65.69,Medium
STEM,Graduate,3.276,12.1,Debugging/Troubleshooting,Advanced,5,True,8.38,5,Strict_Ban,8,3.907,87.89,High
Business,Freshman,2.707,3.16,Ideation,Intermediate,2,False,16.85,5,Allowed_With_Citation,5,2.802,61.3,Medium
Humanities,Graduate,3.745,0.12,Ideation,Advanced,4,False,14.43,2,Strict_Ban,3,4.0,88.93,Low
Business,Junior,3.494,7.94,Summarizing_Reading,Beginner,3,False,18.3,5,Strict_Ban,5,3.84,86.72,Medium
STEM,Freshman,3.736,20.41,Summarizing_Reading,Intermediate,5,False,10.69,4,Actively_Encouraged,7,3.991,77.24,Medium
Business,Senior,3.115,24.93,Ideation,Intermediate,2,True,1.34,5,Actively_Encouraged,4,3.242,82.79,High
Business,Sophomore,2.309,32.59,Ideation,Intermediate,3,True,6.41,5,Actively_Encouraged,3,2.436,58.71,High
Arts,Sophomore,2.427,2.17,Debugging/Troubleshooting,Intermediate,3,False,6.37,2,Allowed_With_Citation,1,2.605,69.06,Medium
Business,Sophomore,3.392,2.03,Debugging/Troubleshooting,Intermediate,4,False,14.59,5,Strict_Ban,7,3.625,91.85,Low
Medical,Junior,2.549,4.65,Direct_Answer_Generation,Advanced,5,True,4.66,1,Strict_Ban,7,2.771,95.29,Low
Medical,Senior,2.596,12.86,Summarizing_Reading,Beginner,2,False,13.24,3,Actively_Encouraged,4,3.126,73.99,High
Humanities,Senior,3.818,3.25,Debugging/Troubleshooting,Intermediate,3,True,12.75,3,Actively_Encouraged,5,3.757,81.44,Medium
STEM,Sophomore,2.752,1.75,Copywriting/Drafting,Advanced,4,False,15.05,3,Actively_Encouraged,1,3.178,98.41,High
Business,Senior,3.848,1.92,Direct_Answer_Generation,Beginner,3,True,3.69,1,Actively_Encouraged,4,3.888,70.95,Medium
Medical,Freshman,3.122,14.9,Summarizing_Reading,Beginner,1,True,11.09,5,Strict_Ban,7,2.982,67.53,Medium
STEM,Graduate,3.58,9.44,Debugging/Troubleshooting,Intermediate,2,True,18.48,6,Strict_Ban,4,3.852,82.13,Medium
Business,Junior,3.071,13.72,Debugging/Troubleshooting,Beginner,2,True,1.47,4,Strict_Ban,6,2.925,62.4,Low
STEM,Freshman,2.778,12.48,Debugging/Troubleshooting,Advanced,4,True,13.59,2,Allowed_With_Citation,7,3.027,100.0,Medium
STEM,Junior,3.101,3.92,Direct_Answer_Generation,Intermediate,3,True,11.88,1,Allowed_With_Citation,1,3.412,75.78,Low
Business,Junior,3.433,9.41,Ideation,Intermediate,3,False,18.57,3,Allowed_With_Citation,4,3.727,85.6,High
Business,Freshman,3.58,0.44,Ideation,Beginner,2,False,12.53,2,Allowed_With_Citation,5,3.711,80.46,Low
Business,Freshman,3.303,6.26,Direct_Answer_Generation,Intermediate,3,False,12.87,2,Allowed_With_Citation,3,3.662,76.27,Medium
Arts,Graduate,3.4,0.47,Ideation,Intermediate,2,False,3.56,3,Allowed_With_Citation,4,3.636,78.12,Low
STEM,Sophomore,3.838,4.8,Debugging/Troubleshooting,Advanced,5,True,17.72,5,Actively_Encouraged,2,4.0,91.99,Medium
STEM,Sophomore,3.073,6.35,Direct_Answer_Generation,Beginner,3,False,11.94,3,Allowed_With_Citation,5,3.161,79.47,Medium
Arts,Junior,3.543,3.85,Summarizing_Reading,Advanced,3,False,8.55,2,Actively_Encouraged,5,3.856,82.18,Medium
Business,Freshman,3.343,1.1,Summarizing_Reading,Beginner,1,False,21.0,4,Allowed_With_Citation,9,3.534,92.03,Low
STEM,Freshman,3.82,40.0,Debugging/Troubleshooting,Intermediate,4,False,12.04,8,Actively_Encouraged,5,4.0,59.69,High
Business,Freshman,2.987,10.14,Debugging/Troubleshooting,Intermediate,4,True,13.84,2,Allowed_With_Citation,3,3.304,70.41,Medium
Medical,Senior,3.308,0.12,Ideation,Intermediate,4,False,20.01,2,Actively_Encouraged,1,3.924,71.28,Low
Business,Sophomore,1.822,1.33,Direct_Answer_Generation,Beginner,1,False,13.08,4,Allowed_With_Citation,7,1.789,51.18,Medium
Arts,Junior,3.183,15.34,Copywriting/Drafting,Advanced,4,False,4.38,8,Allowed_With_Citation,7,3.358,66.62,Medium
STEM,Sophomore,3.81,2.28,Direct_Answer_Generation,Advanced,4,True,6.27,2,Allowed_With_Citation,4,3.694,62.88,Medium
STEM,Junior,2.733,6.56,Debugging/Troubleshooting,Intermediate,4,False,3.92,4,Allowed_With_Citation,2,2.789,75.38,Medium
Arts,Junior,2.91,6.67,Debugging/Troubleshooting,Advanced,3,False,12.97,4,Actively_Encouraged,3,3.117,95.08,Medium
Business,Sophomore,3.612,2.34,Ideation,Intermediate,4,True,7.91,3,Strict_Ban,3,3.594,55.89,Low
STEM,Junior,3.885,33.41,Debugging/Troubleshooting,Advanced,4,True,7.84,6,Actively_Encouraged,3,4.0,86.32,Low
Business,Senior,3.321,5.04,Ideation,Beginner,3,True,10.08,1,Actively_Encouraged,1,3.393,56.25,Low
Business,Senior,2.864,9.64,Ideation,Beginner,1,True,9.62,4,Actively_Encouraged,4,3.091,82.32,High
STEM,Sophomore,2.178,12.5,Debugging/Troubleshooting,Intermediate,2,False,1.84,5,Allowed_With_Citation,5,2.218,73.34,High
Business,Junior,3.333,8.5,Ideation,Intermediate,2,False,11.59,1,Strict_Ban,4,3.636,74.11,Low
STEM,Graduate,3.802,2.93,Debugging/Troubleshooting,Beginner,3,True,5.07,4,Actively_Encouraged,4,3.981,84.98,Medium
Humanities,Freshman,2.688,2.72,Ideation,Advanced,3,True,11.8,1,Allowed_With_Citation,4,2.884,68.42,High
Business,Graduate,3.731,4.18,Ideation,Intermediate,2,True,15.79,2,Allowed_With_Citation,6,3.978,91.27,Medium
STEM,Senior,3.292,3.32,Debugging/Troubleshooting,Beginner,3,False,17.07,4,Actively_Encouraged,1,3.627,68.86,High
STEM,Sophomore,3.41,40.0,Debugging/Troubleshooting,Beginner,3,False,13.63,9,Actively_Encouraged,9,3.513,79.23,High
Medical,Sophomore,3.643,4.26,Summarizing_Reading,Advanced,3,True,6.56,4,Actively_Encouraged,7,3.729,70.62,Low
Business,Freshman,3.013,5.29,Summarizing_Reading,Advanced,4,False,14.81,3,Actively_Encouraged,5,3.116,83.11,Medium
Humanities,Sophomore,3.095,28.32,Ideation,Intermediate,3,True,14.58,4,Strict_Ban,6,3.216,64.98,High
STEM,Junior,2.569,3.8,Debugging/Troubleshooting,Advanced,3,True,10.64,2,Strict_Ban,4,2.806,85.88,Low
Humanities,Freshman,3.85,15.9,Copywriting/Drafting,Intermediate,1,True,1.0,5,Allowed_With_Citation,3,4.0,61.53,High
Business,Freshman,3.615,9.38,Direct_Answer_Generation,Intermediate,2,True,11.67,5,Actively_Encouraged,5,3.854,92.09,Medium
STEM,Graduate,3.738,19.63,Debugging/Troubleshooting,Intermediate,3,True,10.7,4,Strict_Ban,7,3.921,93.94,High
Humanities,Sophomore,3.247,3.61,Summarizing_Reading,Advanced,4,False,17.23,3,Allowed_With_Citation,2,3.355,86.79,Low
Humanities,Senior,3.825,0.65,Copywriting/Drafting,Advanced,3,False,15.29,1,Strict_Ban,4,4.0,72.82,Low
Humanities,Junior,3.643,5.06,Direct_Answer_Generation,Beginner,3,False,17.77,2,Actively_Encouraged,6,3.84,77.15,Low
STEM,Junior,3.391,27.68,Debugging/Troubleshooting,Advanced,4,True,1.0,6,Strict_Ban,10,3.616,60.84,High
STEM,Senior,3.607,31.8,Debugging/Troubleshooting,Beginner,1,True,22.0,7,Allowed_With_Citation,7,4.0,59.26,High
Medical,Freshman,3.307,0.62,Ideation,Advanced,3,False,7.5,5,Actively_Encouraged,2,3.322,56.69,Low
Medical,Senior,3.454,27.81,Summarizing_Reading,Advanced,5,True,11.64,5,Allowed_With_Citation,4,3.559,55.36,High
Humanities,Graduate,3.024,5.18,Summarizing_Reading,Intermediate,4,True,6.07,5,Allowed_With_Citation,4,3.111,87.33,Medium
Arts,Sophomore,2.926,4.21,Direct_Answer_Generation,Intermediate,2,True,12.34,4,Allowed_With_Citation,3,2.874,74.67,Medium
Business,Sophomore,3.608,6.02,Ideation,Intermediate,4,True,4.62,3,Strict_Ban,1,3.818,75.35,Low
STEM,Freshman,3.712,2.77,Debugging/Troubleshooting,Intermediate,2,False,20.95,2,Actively_Encouraged,6,3.873,91.61,Low
STEM,Graduate,3.081,2.93,Debugging/Troubleshooting,Intermediate,5,False,17.25,1,Allowed_With_Citation,6,3.154,88.46,High
Humanities,Senior,2.409,5.16,Copywriting/Drafting,Intermediate,1,False,10.91,1,Strict_Ban,2,2.473,71.33,High
Business,Junior,2.706,16.63,Summarizing_Reading,Beginner,2,False,13.46,6,Allowed_With_Citation,2,3.221,69.64,High
Business,Sophomore,3.703,5.83,Ideation,Beginner,2,True,14.7,4,Allowed_With_Citation,5,3.833,57.06,Medium
Medical,Junior,3.686,1.1,Debugging/Troubleshooting,Advanced,3,True,13.82,5,Actively_Encouraged,4,4.0,90.62,Low
Arts,Junior,2.385,4.45,Debugging/Troubleshooting,Intermediate,1,True,22.24,3,Actively_Encouraged,6,2.999,79.76,Medium
Arts,Junior,2.71,7.76,Ideation,Intermediate,2,False,3.05,4,Allowed_With_Citation,2,2.716,77.35,Low
Medical,Freshman,2.881,19.22,Summarizing_Reading,Advanced,3,True,15.05,6,Actively_Encouraged,2,2.86,100.0,High
Arts,Freshman,3.838,3.15,Ideation,Advanced,3,False,12.73,3,Actively_Encouraged,4,3.934,99.93,Low
Humanities,Senior,2.955,17.14,Debugging/Troubleshooting,Intermediate,4,True,17.39,3,Actively_Encouraged,3,3.259,83.4,Low
STEM,Sophomore,2.568,40.0,Direct_Answer_Generation,Intermediate,2,True,6.18,10,Strict_Ban,10,2.104,63.97,High
Business,Junior,3.341,6.69,Direct_Answer_Generation,Beginner,2,False,1.0,6,Actively_Encouraged,5,3.432,59.68,High
Business,Sophomore,2.225,8.07,Ideation,Beginner,3,True,18.56,3,Actively_Encouraged,5,2.619,77.22,Medium
Humanities,Sophomore,3.632,2.72,Summarizing_Reading,Intermediate,4,True,11.34,2,Actively_Encouraged,5,3.834,75.75,Medium
Arts,Freshman,3.284,12.11,Copywriting/Drafting,Intermediate,1,True,18.9,2,Actively_Encouraged,2,3.44,83.64,Medium
Medical,Sophomore,3.911,14.77,Summarizing_Reading,Beginner,1,True,14.3,4,Actively_Encouraged,5,4.0,84.36,Medium
Business,Junior,3.63,0.0,Ideation,Intermediate,2,False,12.09,1,Allowed_With_Citation,6,3.754,63.11,Medium
Humanities,Senior,2.936,1.58,Debugging/Troubleshooting,Intermediate,3,False,7.65,3,Allowed_With_Citation,2,3.178,84.33,Low
Arts,Sophomore,3.504,22.05,Debugging/Troubleshooting,Intermediate,3,True,16.37,6,Actively_Encouraged,6,3.79,74.16,High
STEM,Freshman,3.556,8.0,Debugging/Troubleshooting,Beginner,2,True,1.25,3,Actively_Encouraged,6,3.599,70.0,Medium
STEM,Senior,2.693,3.31,Copywriting/Drafting,Beginner,2,False,3.09,1,Actively_Encouraged,2,2.795,77.04,Low
Arts,Sophomore,3.541,2.21,Copywriting/Drafting,Advanced,3,False,3.93,5,Actively_Encouraged,5,3.537,70.64,Medium
Business,Graduate,3.315,3.71,Copywriting/Drafting,Advanced,4,False,24.46,3,Strict_Ban,4,3.769,100.0,Low
Humanities,Graduate,2.699,2.87,Copywriting/Drafting,Intermediate,3,True,14.92,2,Allowed_With_Citation,2,3.108,71.96,Low
Medical,Graduate,3.723,7.91,Direct_Answer_Generation,Advanced,3,False,13.51,1,Actively_Encouraged,1,3.949,95.52,Medium
Humanities,Sophomore,3.949,8.04,Copywriting/Drafting,Beginner,2,False,5.56,6,Allowed_With_Citation,3,4.0,50.06,Low
Business,Sophomore,2.69,6.44,Direct_Answer_Generation,Beginner,2,False,2.07,4,Actively_Encouraged,4,2.756,70.58,Medium
Business,Senior,3.697,18.78,Summarizing_Reading,Advanced,4,True,9.97,5,Allowed_With_Citation,3,3.847,99.36,Medium
STEM,Junior,3.013,18.97,Debugging/Troubleshooting,Intermediate,3,True,10.42,4,Actively_Encouraged,4,3.162,59.36,High
STEM,Sophomore,2.588,12.91,Debugging/Troubleshooting,Advanced,5,False,15.07,4,Strict_Ban,1,3.028,100.0,Medium
Medical,Sophomore,3.291,10.49,Summarizing_Reading,Advanced,3,True,9.16,5,Allowed_With_Citation,1,3.617,97.27,Low
